Name,Cuisine,Pricing,Address,Rating,Latitude,Longitude
Nami Sushi,"restaurant, point_of_interest, food, establishment",2,"12711 Miramar Parkway, Miramar",4.4,25.979583,-80.317054
Olive Garden Italian Restaurant,"meal_takeaway, bar, restaurant, point_of_interest, food, establishment",2,"11425 Pines Boulevard, Pembroke Pines",4.2,26.00837599999999,-80.300862
RA Sushi Bar Restaurant,"restaurant, point_of_interest, food, establishment",2,"201 Southwest 145th Terrace, Pembroke Pines",3.9,26.00632,-80.3363421
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"8527 Northwest 186th Street B18, Hialeah",3.9,25.94318789999999,-80.3404695
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"17137 Miramar Parkway Suite A - 7, Miramar",3.2,25.9807176,-80.37521
Benihana,"restaurant, point_of_interest, food, establishment",3,"3261 Southwest 160th Avenue, Miramar",4.1,25.9805656,-80.3545953
Brimstone Woodfire Grill,"bar, restaurant, point_of_interest, food, establishment",3,"14575 Southwest 5th Street, Pembroke Pines",4.3,26.0042899,-80.3381742
Starbucks,"cafe, restaurant, point_of_interest, store, food, establishment",2,"15810 Pines Boulevard, Pembroke Pines",4.4,26.0068626,-80.355794
BJ's Restaurant & Brewhouse,"restaurant, bar, point_of_interest, food, establishment",2,"12100 Pines Boulevard Ste C-1, Pembroke Pines",4.1,26.0070741,-80.30954369999999
The Cheesecake Factory,"restaurant, bakery, meal_takeaway, point_of_interest, store, food, establishment",2,"14559 Southwest 5th Street Suite 4060, Pembroke Pines",4.3,26.0043366,-80.3365853
Menchie's Frozen Yogurt,"bakery, restaurant, point_of_interest, store, food, establishment",1,"14814 Pines Boulevard, Pembroke Pines",4.2,26.006802,-80.34593
Panda Express,"restaurant, point_of_interest, food, establishment",1,"12332 Miramar Parkway, Miramar",4,25.9778764,-80.3104865
Chick-fil-A,"restaurant, point_of_interest, food, establishment",1,"12203 Pines Blvd (Outside Mall, Pembroke Pines",4.6,26.0084747,-80.3103843
IHOP,"restaurant, point_of_interest, food, establishment",1,"7450 Northwest 186th Street, Hialeah",4.2,25.9413709,-80.32059249999999
Starbucks,"cafe, restaurant, point_of_interest, store, food, establishment",2,"14673 Miramar Parkway, Miramar",4.1,25.97915799999999,-80.341494
"Grand Palms Hotel, Spa and Golf Resort","lodging, restaurant, food, point_of_interest, establishment",,"110 Grand Palms Drive, Pembroke Pines",3.4,26.0053595,-80.3508245
Bokamper's Sports Bar & Grill,"bar, restaurant, food, point_of_interest, establishment",2,"15500 Southwest 29th Street, Miramar",3.9,25.9826732,-80.3531189
Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,"14341 Miramar Parkway Store No B-5, Miramar",3.6,25.9804061,-80.3369274
Sbarro,"restaurant, food, point_of_interest, establishment",1,"11401 Pines Boulevard, Pembroke Pines",,26.0112116,-80.3044142
The Honey Baked Ham Company,"meal_delivery, restaurant, grocery_or_supermarket, food, point_of_interest, store, establishment",2,"12636 Pines Boulevard, Pembroke Pines",4,26.0071393,-80.31863349999999
Nami Sushi,"restaurant, food, point_of_interest, establishment",2,"12711 Miramar Parkway, Miramar",4.4,25.979583,-80.317054
Olive Garden Italian Restaurant,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",2,"11425 Pines Boulevard, Pembroke Pines",4.2,26.00837599999999,-80.300862
RA Sushi Bar Restaurant,"restaurant, food, point_of_interest, establishment",2,"201 Southwest 145th Terrace, Pembroke Pines",3.9,26.00632,-80.3363421
Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,"8527 Northwest 186th Street B18, Hialeah",3.9,25.94318789999999,-80.3404695
Subway,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,"17137 Miramar Parkway Suite A - 7, Miramar",3.2,25.9807176,-80.37521
Benihana,"restaurant, food, point_of_interest, establishment",3,"3261 Southwest 160th Avenue, Miramar",4.1,25.9805656,-80.3545953
Brimstone Woodfire Grill,"bar, restaurant, food, point_of_interest, establishment",3,"14575 Southwest 5th Street, Pembroke Pines",4.3,26.0042899,-80.3381742
Starbucks,"cafe, restaurant, food, point_of_interest, store, establishment",2,"15810 Pines Boulevard, Pembroke Pines",4.4,26.0068626,-80.355794
BJ's Restaurant & Brewhouse,"restaurant, bar, food, point_of_interest, establishment",2,"12100 Pines Boulevard Ste C-1, Pembroke Pines",4.1,26.0070741,-80.30954369999999
The Cheesecake Factory,"restaurant, meal_takeaway, bakery, food, point_of_interest, store, establishment",2,"14559 Southwest 5th Street Suite 4060, Pembroke Pines",4.3,26.0043366,-80.3365853
Menchie's Frozen Yogurt,"restaurant, bakery, food, point_of_interest, store, establishment",1,"14814 Pines Boulevard, Pembroke Pines",4.2,26.006802,-80.34593
Panda Express,"restaurant, food, point_of_interest, establishment",1,"12332 Miramar Parkway, Miramar",4,25.9778764,-80.3104865
Chick-fil-A,"restaurant, food, point_of_interest, establishment",1,"12203 Pines Blvd (Outside Mall, Pembroke Pines",4.6,26.0084747,-80.3103843
IHOP,"restaurant, food, point_of_interest, establishment",1,"7450 Northwest 186th Street, Hialeah",4.2,25.9413709,-80.32059249999999
Starbucks,"cafe, restaurant, food, point_of_interest, store, establishment",2,"14673 Miramar Parkway, Miramar",4.1,25.97915799999999,-80.341494
"Grand Palms Hotel, Spa and Golf Resort","lodging, restaurant, point_of_interest, food, establishment",,"110 Grand Palms Drive, Pembroke Pines",3.4,26.0053595,-80.3508245
Bokamper's Sports Bar & Grill,"bar, restaurant, point_of_interest, food, establishment",2,"15500 Southwest 29th Street, Miramar",3.9,25.9826732,-80.3531189
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"14341 Miramar Parkway Store No B-5, Miramar",3.6,25.9804061,-80.3369274
Sbarro,"restaurant, point_of_interest, food, establishment",1,"11401 Pines Boulevard, Pembroke Pines",,26.0112116,-80.3044142
The Honey Baked Ham Company,"meal_delivery, grocery_or_supermarket, restaurant, point_of_interest, store, food, establishment",2,"12636 Pines Boulevard, Pembroke Pines",4,26.0071393,-80.31863349999999
Nami Sushi,"restaurant, point_of_interest, food, establishment",2,"12711 Miramar Parkway, Miramar",4.4,25.979583,-80.317054
Olive Garden Italian Restaurant,"meal_takeaway, bar, restaurant, point_of_interest, food, establishment",2,"11425 Pines Boulevard, Pembroke Pines",4.2,26.00837599999999,-80.300862
RA Sushi Bar Restaurant,"restaurant, point_of_interest, food, establishment",2,"201 Southwest 145th Terrace, Pembroke Pines",3.9,26.00632,-80.3363421
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"8527 Northwest 186th Street B18, Hialeah",3.9,25.94318789999999,-80.3404695
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"17137 Miramar Parkway Suite A - 7, Miramar",3.2,25.9807176,-80.37521
Benihana,"restaurant, point_of_interest, food, establishment",3,"3261 Southwest 160th Avenue, Miramar",4.1,25.9805656,-80.3545953
Brimstone Woodfire Grill,"bar, restaurant, point_of_interest, food, establishment",3,"14575 Southwest 5th Street, Pembroke Pines",4.3,26.0042899,-80.3381742
Starbucks,"cafe, restaurant, point_of_interest, store, food, establishment",2,"15810 Pines Boulevard, Pembroke Pines",4.4,26.0068626,-80.355794
BJ's Restaurant & Brewhouse,"restaurant, bar, point_of_interest, food, establishment",2,"12100 Pines Boulevard Ste C-1, Pembroke Pines",4.1,26.0070741,-80.30954369999999
The Cheesecake Factory,"restaurant, bakery, meal_takeaway, point_of_interest, store, food, establishment",2,"14559 Southwest 5th Street Suite 4060, Pembroke Pines",4.3,26.0043366,-80.3365853
Menchie's Frozen Yogurt,"bakery, restaurant, point_of_interest, store, food, establishment",1,"14814 Pines Boulevard, Pembroke Pines",4.2,26.006802,-80.34593
Panda Express,"restaurant, point_of_interest, food, establishment",1,"12332 Miramar Parkway, Miramar",4,25.9778764,-80.3104865
Chick-fil-A,"restaurant, point_of_interest, food, establishment",1,"12203 Pines Blvd (Outside Mall, Pembroke Pines",4.6,26.0084747,-80.3103843
IHOP,"restaurant, point_of_interest, food, establishment",1,"7450 Northwest 186th Street, Hialeah",4.2,25.9413709,-80.32059249999999
Starbucks,"cafe, restaurant, point_of_interest, store, food, establishment",2,"14673 Miramar Parkway, Miramar",4.1,25.97915799999999,-80.341494
"Grand Palms Hotel, Spa and Golf Resort","lodging, restaurant, point_of_interest, food, establishment",,"110 Grand Palms Drive, Pembroke Pines",3.4,26.0053595,-80.3508245
Bokamper's Sports Bar & Grill,"bar, restaurant, point_of_interest, food, establishment",2,"15500 Southwest 29th Street, Miramar",3.9,25.9826732,-80.3531189
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"14341 Miramar Parkway Store No B-5, Miramar",3.6,25.9804061,-80.3369274
Sbarro,"restaurant, point_of_interest, food, establishment",1,"11401 Pines Boulevard, Pembroke Pines",,26.0112116,-80.3044142
The Honey Baked Ham Company,"meal_delivery, grocery_or_supermarket, store, restaurant, point_of_interest, food, establishment",2,"12636 Pines Boulevard, Pembroke Pines",4,26.0071393,-80.31863349999999
Nami Sushi,"restaurant, point_of_interest, food, establishment",2,"12711 Miramar Parkway, Miramar",4.4,25.979583,-80.317054
Olive Garden Italian Restaurant,"bar, meal_takeaway, restaurant, point_of_interest, food, establishment",2,"11425 Pines Boulevard, Pembroke Pines",4.2,26.00837599999999,-80.300862
RA Sushi Bar Restaurant,"restaurant, point_of_interest, food, establishment",2,"201 Southwest 145th Terrace, Pembroke Pines",3.9,26.00632,-80.3363421
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"8527 Northwest 186th Street B18, Hialeah",3.9,25.94318789999999,-80.3404695
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"17137 Miramar Parkway Suite A - 7, Miramar",3.2,25.9807176,-80.37521
Benihana,"restaurant, point_of_interest, food, establishment",3,"3261 Southwest 160th Avenue, Miramar",4.1,25.9805656,-80.3545953
Brimstone Woodfire Grill,"bar, restaurant, point_of_interest, food, establishment",3,"14575 Southwest 5th Street, Pembroke Pines",4.3,26.0042899,-80.3381742
Starbucks,"cafe, store, restaurant, point_of_interest, food, establishment",2,"15810 Pines Boulevard, Pembroke Pines",4.4,26.0068626,-80.355794
BJ's Restaurant & Brewhouse,"restaurant, bar, point_of_interest, food, establishment",2,"12100 Pines Boulevard Ste C-1, Pembroke Pines",4.1,26.0070741,-80.30954369999999
The Cheesecake Factory,"restaurant, bakery, store, meal_takeaway, point_of_interest, food, establishment",2,"14559 Southwest 5th Street Suite 4060, Pembroke Pines",4.3,26.0043366,-80.3365853
Menchie's Frozen Yogurt,"bakery, store, restaurant, point_of_interest, food, establishment",1,"14814 Pines Boulevard, Pembroke Pines",4.2,26.006802,-80.34593
Panda Express,"restaurant, point_of_interest, food, establishment",1,"12332 Miramar Parkway, Miramar",4,25.9778764,-80.3104865
Chick-fil-A,"restaurant, point_of_interest, food, establishment",1,"12203 Pines Blvd (Outside Mall, Pembroke Pines",4.6,26.0084747,-80.3103843
IHOP,"restaurant, point_of_interest, food, establishment",1,"7450 Northwest 186th Street, Hialeah",4.2,25.9413709,-80.32059249999999
Starbucks,"cafe, store, restaurant, point_of_interest, food, establishment",2,"14673 Miramar Parkway, Miramar",4.1,25.97915799999999,-80.341494
"Grand Palms Hotel, Spa and Golf Resort","lodging, restaurant, point_of_interest, food, establishment",,"110 Grand Palms Drive, Pembroke Pines",3.4,26.0053595,-80.3508245
Bokamper's Sports Bar & Grill,"bar, restaurant, point_of_interest, food, establishment",2,"15500 Southwest 29th Street, Miramar",3.9,25.9826732,-80.3531189
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"14341 Miramar Parkway Store No B-5, Miramar",3.6,25.9804061,-80.3369274
Sbarro,"restaurant, point_of_interest, food, establishment",1,"11401 Pines Boulevard, Pembroke Pines",,26.0112116,-80.3044142
The Honey Baked Ham Company,"meal_delivery, grocery_or_supermarket, restaurant, point_of_interest, food, store, establishment",2,"12636 Pines Boulevard, Pembroke Pines",4,26.0071393,-80.31863349999999
Nami Sushi,"restaurant, point_of_interest, food, establishment",2,"12711 Miramar Parkway, Miramar",4.4,25.979583,-80.317054
Olive Garden Italian Restaurant,"meal_takeaway, bar, restaurant, point_of_interest, food, establishment",2,"11425 Pines Boulevard, Pembroke Pines",4.2,26.00837599999999,-80.300862
RA Sushi Bar Restaurant,"restaurant, point_of_interest, food, establishment",2,"201 Southwest 145th Terrace, Pembroke Pines",3.9,26.00632,-80.3363421
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"8527 Northwest 186th Street B18, Hialeah",3.9,25.94318789999999,-80.3404695
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"17137 Miramar Parkway Suite A - 7, Miramar",3.2,25.9807176,-80.37521
Benihana,"restaurant, point_of_interest, food, establishment",3,"3261 Southwest 160th Avenue, Miramar",4.1,25.9805656,-80.3545953
Brimstone Woodfire Grill,"bar, restaurant, point_of_interest, food, establishment",3,"14575 Southwest 5th Street, Pembroke Pines",4.3,26.0042899,-80.3381742
Starbucks,"cafe, restaurant, point_of_interest, food, store, establishment",2,"15810 Pines Boulevard, Pembroke Pines",4.4,26.0068626,-80.355794
BJ's Restaurant & Brewhouse,"restaurant, bar, point_of_interest, food, establishment",2,"12100 Pines Boulevard Ste C-1, Pembroke Pines",4.1,26.0070741,-80.30954369999999
The Cheesecake Factory,"restaurant, bakery, meal_takeaway, point_of_interest, food, store, establishment",2,"14559 Southwest 5th Street Suite 4060, Pembroke Pines",4.3,26.0043366,-80.3365853
Menchie's Frozen Yogurt,"bakery, restaurant, point_of_interest, food, store, establishment",1,"14814 Pines Boulevard, Pembroke Pines",4.2,26.006802,-80.34593
Panda Express,"restaurant, point_of_interest, food, establishment",1,"12332 Miramar Parkway, Miramar",4,25.9778764,-80.3104865
Chick-fil-A,"restaurant, point_of_interest, food, establishment",1,"12203 Pines Blvd (Outside Mall, Pembroke Pines",4.6,26.0084747,-80.3103843
IHOP,"restaurant, point_of_interest, food, establishment",1,"7450 Northwest 186th Street, Hialeah",4.2,25.9413709,-80.32059249999999
Starbucks,"cafe, restaurant, point_of_interest, food, store, establishment",2,"14673 Miramar Parkway, Miramar",4.1,25.97915799999999,-80.341494
"Grand Palms Hotel, Spa and Golf Resort","lodging, restaurant, point_of_interest, food, establishment",,"110 Grand Palms Drive, Pembroke Pines",3.4,26.0053595,-80.3508245
Bokamper's Sports Bar & Grill,"bar, restaurant, point_of_interest, food, establishment",2,"15500 Southwest 29th Street, Miramar",3.9,25.9826732,-80.3531189
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"14341 Miramar Parkway Store No B-5, Miramar",3.6,25.9804061,-80.3369274
Sbarro,"restaurant, point_of_interest, food, establishment",1,"11401 Pines Boulevard, Pembroke Pines",,26.0112116,-80.3044142
The Honey Baked Ham Company,"meal_delivery, grocery_or_supermarket, store, restaurant, point_of_interest, food, establishment",2,"12636 Pines Boulevard, Pembroke Pines",4,26.0071393,-80.31863349999999
Nami Sushi,"restaurant, point_of_interest, food, establishment",2,"12711 Miramar Parkway, Miramar",4.4,25.979583,-80.317054
Olive Garden Italian Restaurant,"meal_takeaway, bar, restaurant, point_of_interest, food, establishment",2,"11425 Pines Boulevard, Pembroke Pines",4.2,26.00837599999999,-80.300862
RA Sushi Bar Restaurant,"restaurant, point_of_interest, food, establishment",2,"201 Southwest 145th Terrace, Pembroke Pines",3.9,26.00632,-80.3363421
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"8527 Northwest 186th Street B18, Hialeah",3.9,25.94318789999999,-80.3404695
Subway,"meal_takeaway, restaurant, point_of_interest, food, establishment",1,"17137 Miramar Parkway Suite A - 7, Miramar",3.2,25.9807176,-80.37521
Benihana,"restaurant, point_of_interest, food, establishment",3,"3261 Southwest 160th Avenue, Miramar",4.1,25.9805656,-80.3545953
Brimstone Woodfire Grill,"bar, restaurant, point_of_interest, food, establishment",3,"14575 Southwest 5th Street, Pembroke Pines",4.3,26.0042899,-80.3381742
Starbucks,"cafe, store, restaurant, point_of_interest, food, establishment",2,"15810 Pines Boulevard, Pembroke Pines",4.4,26.0068626,-80.355794
BJ's Restaurant & Brewhouse,"restaurant, bar, point_of_interest, food, establishment",2,"12100 Pines Boulevard Ste C-1, Pembroke Pines",4.1,26.0070741,-80.30954369999999
The Cheesecake Factory,"restaurant, bakery, meal_takeaway, store, point_of_interest, food, establishment",2,"14559 Southwest 5th Street Suite 4060, Pembroke Pines",4.3,26.0043366,-80.3365853
